id,productName,productDescription,productPrice,productType
542,Rank,Rank_7.90,3.96,Hardware
543,Flowdesk,Flowdesk_5.60,2.35,Hardware
544,Zamit,Zamit_0.70,0.32,Service
545,Fixflex,Fixflex_1.69,8.31,Hardware
546,Stronghold,Stronghold_5.0,7.95,Service
547,Tresom,Tresom_0.1.2,8.03,Hardware
548,Transcof,Transcof_0.6.7,6.42,Service
549,Latlux,Latlux_6.6,4.83,Hardware
550,Flowdesk,Flowdesk_0.8.1,5.37,Software
551,Alphazap,Alphazap_0.6.6,5.39,Hardware
552,Konklux,Konklux_6.8.3,1.42,Service
553,Domainer,Domainer_5.66,1.27,Software
554,Pannier,Pannier_0.4.4,5.38,Hardware
555,Quo Lux,Quo Lux_1.67,7.97,Service
556,Solarbreeze,Solarbreeze_0.44,3.59,Service
557,Zoolab,Zoolab_4.47,5.76,Hardware
558,Rank,Rank_6.5,2.96,Service
559,Bamity,Bamity_5.10,6.13,Software
560,Span,Span_2.1,0.93,Hardware
561,Tresom,Tresom_0.49,9.68,Software
562,It,It_8.7.3,0.88,Hardware
563,Fix San,Fix San_0.95,2.42,Hardware
564,Domainer,Domainer_0.4.2,6.24,Service
565,Flexidy,Flexidy_9.5,7.44,Hardware
566,Biodex,Biodex_2.8,8.26,Hardware
567,Y-Solowarm,Y-Solowarm_4.25,4.18,Hardware
568,Andalax,Andalax_8.9.9,2.59,Software
569,Lotlux,Lotlux_3.3.2,9.83,Hardware
570,Biodex,Biodex_4.8,8.54,Hardware
571,Y-Solowarm,Y-Solowarm_0.8.0,0.47,Software
572,Konklux,Konklux_6.9,5.75,Service
573,Sub-Ex,Sub-Ex_3.8,1.97,Hardware
574,Redhold,Redhold_1.0,8.48,Hardware
575,Lotlux,Lotlux_7.59,3.77,Software
576,Andalax,Andalax_0.71,0.39,Software
577,Prodder,Prodder_9.4.1,9.18,Hardware
578,Ronstring,Ronstring_7.7.0,7.49,Hardware
579,Biodex,Biodex_2.2,5.18,Service
580,Voltsillam,Voltsillam_0.88,6.78,Software
581,Span,Span_7.8,8.53,Service
582,Tampflex,Tampflex_0.7.9,4.68,Hardware
583,Daltfresh,Daltfresh_8.55,8.77,Hardware
584,Fintone,Fintone_4.3,1.94,Hardware
585,Andalax,Andalax_0.4.2,0.03,Hardware
586,Toughjoyfax,Toughjoyfax_6.59,6.63,Software
587,Andalax,Andalax_0.8.4,2.48,Software
588,Subin,Subin_0.99,3.98,Service
589,Ronstring,Ronstring_5.26,1.75,Hardware
590,Namfix,Namfix_8.6,4.37,Hardware
591,Lotstring,Lotstring_0.7.2,7.3,Service
592,Regrant,Regrant_5.97,7.33,Service
593,Ronstring,Ronstring_0.1.7,3.4,Hardware
594,Sonsing,Sonsing_5.68,1.9,Hardware
595,Zaam-Dox,Zaam-Dox_0.6.4,1.59,Hardware
596,Vagram,Vagram_1.2.6,9.06,Hardware
597,Opela,Opela_0.6.3,4.72,Hardware
598,Konklux,Konklux_0.8.1,0.16,Software
599,Aerified,Aerified_2.67,4.41,Hardware
600,Otcom,Otcom_2.97,1.35,Service
601,Andalax,Andalax_0.2.4,3.14,Software
602,Gembucket,Gembucket_6.3,9.48,Service
603,Matsoft,Matsoft_0.38,9.45,Hardware
604,Greenlam,Greenlam_0.48,2.48,Service
605,It,It_8.71,3.62,Hardware
606,Holdlamis,Holdlamis_8.9,2.71,Software
607,Alphazap,Alphazap_5.2,3.86,Service
608,Vagram,Vagram_1.5.7,6.44,Software
609,Sub-Ex,Sub-Ex_9.81,8.37,Software
610,Tin,Tin_4.01,1.13,Service
611,Biodex,Biodex_0.2.7,8.58,Hardware
612,Sonair,Sonair_0.58,9.54,Hardware
613,Konklux,Konklux_4.1.8,7.43,Hardware
614,Y-find,Y-find_0.33,1.34,Hardware
615,It,It_0.4.6,6.47,Hardware
616,Hatity,Hatity_5.22,8.26,Hardware
617,Bamity,Bamity_4.9,5.59,Software
618,Trippledex,Trippledex_0.5.1,9.12,Service
619,Stronghold,Stronghold_2.0,6.31,Service
620,Tin,Tin_4.8,3.73,Service
621,Voyatouch,Voyatouch_0.58,0.38,Software
622,Biodex,Biodex_7.88,1.24,Hardware
623,Kanlam,Kanlam_0.56,0.66,Service
624,Holdlamis,Holdlamis_1.4.0,3.27,Software
625,Tresom,Tresom_0.68,9.21,Software
626,Tampflex,Tampflex_0.59,1.16,Software
627,Ventosanzap,Ventosanzap_2.88,0.34,Service
628,Greenlam,Greenlam_0.24,6.78,Software
629,Sonair,Sonair_0.8.0,2.34,Software
630,Y-find,Y-find_0.4.4,4.65,Hardware
631,Regrant,Regrant_2.4,6.17,Hardware
632,Keylex,Keylex_7.1,4.85,Hardware
633,Tempsoft,Tempsoft_0.18,8.74,Hardware
634,Tin,Tin_0.3.7,1.96,Software
635,Vagram,Vagram_0.1.9,2.28,Hardware
636,Toughjoyfax,Toughjoyfax_6.45,6.97,Hardware
637,Zaam-Dox,Zaam-Dox_9.49,1.41,Hardware
638,Keylex,Keylex_3.3.1,3.56,Software
639,Mat Lam Tam,Mat Lam Tam_3.96,5.02,Service
640,Ronstring,Ronstring_5.8,0.46,Software
641,Cardify,Cardify_1.9.5,3.06,Software
642,Kanlam,Kanlam_0.3.1,6.63,Software
643,Voyatouch,Voyatouch_0.4.3,5,Service
644,Zontrax,Zontrax_5.8.0,9.12,Hardware
645,Cardguard,Cardguard_2.6,6.62,Hardware
646,Tampflex,Tampflex_0.6.8,7.09,Software
647,Voyatouch,Voyatouch_0.86,9.19,Hardware
648,Voyatouch,Voyatouch_0.9.6,8.58,Software
649,Latlux,Latlux_0.1.9,9.85,Software
650,Cardguard,Cardguard_0.10,3.48,Service
651,Stim,Stim_5.0,4.11,Software
652,Veribet,Veribet_3.0,4.43,Service
653,Cardify,Cardify_0.38,5.63,Hardware
654,Zoolab,Zoolab_1.70,5.73,Software
655,Sonair,Sonair_0.23,1.74,Hardware
656,Sonsing,Sonsing_5.57,6.66,Hardware
657,Solarbreeze,Solarbreeze_6.79,0.38,Service
658,Konklab,Konklab_1.3,1.83,Hardware
659,Stim,Stim_0.5.5,4.02,Service
660,Overhold,Overhold_4.7.2,5.02,Service
661,Aerified,Aerified_0.2.5,8.02,Hardware
662,Zamit,Zamit_3.28,5.35,Hardware
663,Andalax,Andalax_1.8,7.75,Software
664,Lotlux,Lotlux_2.50,4.87,Service
665,Cardguard,Cardguard_0.9.3,2.29,Hardware
666,Job,Job_1.9,7.43,Service
667,Zaam-Dox,Zaam-Dox_1.6.1,6.17,Hardware
668,Opela,Opela_0.24,7.31,Service
669,Stringtough,Stringtough_9.03,4.67,Service
670,Bigtax,Bigtax_1.9,6.08,Hardware
671,Stringtough,Stringtough_0.1.8,4.58,Hardware
672,Tin,Tin_0.75,5.96,Software
673,Cardguard,Cardguard_8.9,7.54,Hardware
674,Y-Solowarm,Y-Solowarm_9.59,1.73,Service
675,Y-Solowarm,Y-Solowarm_0.5.3,5.58,Service
676,Greenlam,Greenlam_9.47,0.98,Hardware
677,Voyatouch,Voyatouch_0.1.3,4.02,Hardware
678,Lotlux,Lotlux_6.87,1.59,Service
679,Hatity,Hatity_0.2.1,9.79,Software
680,Latlux,Latlux_4.2,2.21,Service
681,Veribet,Veribet_3.44,0.94,Service
682,Sonair,Sonair_4.9,2.56,Software
683,Tampflex,Tampflex_0.79,2.08,Software
684,Kanlam,Kanlam_0.3.4,5.39,Hardware
685,Aerified,Aerified_2.05,3.23,Hardware
686,Bamity,Bamity_9.69,8.25,Hardware
687,Alpha,Alpha_0.66,2.53,Hardware
688,Asoka,Asoka_9.2.7,2.68,Software
689,Zontrax,Zontrax_8.46,6.04,Software
690,Y-Solowarm,Y-Solowarm_3.49,8.66,Software
691,Holdlamis,Holdlamis_3.3,8.52,Hardware
692,Cardguard,Cardguard_5.25,5.18,Hardware
693,Transcof,Transcof_7.0.4,1.99,Hardware
694,Ventosanzap,Ventosanzap_3.11,9.76,Software
695,Alpha,Alpha_0.3.2,8.59,Hardware
696,Keylex,Keylex_5.7.0,4.17,Service
697,Prodder,Prodder_3.31,8.03,Software
698,Bigtax,Bigtax_1.7,0.44,Hardware
699,Stim,Stim_7.62,2,Hardware
700,Flexidy,Flexidy_0.99,1.57,Hardware
701,Span,Span_0.16,5.7,Software
702,Regrant,Regrant_0.6.0,8.07,Hardware
703,Ventosanzap,Ventosanzap_5.9,2.65,Hardware
704,Stringtough,Stringtough_5.2.5,9.73,Software
705,Quo Lux,Quo Lux_8.7,5.79,Hardware
706,Opela,Opela_8.3,2.06,Software
707,Tampflex,Tampflex_2.50,8.68,Service
708,Andalax,Andalax_0.7.1,2.03,Software
709,Bytecard,Bytecard_4.52,4.79,Service
710,Lotstring,Lotstring_0.80,1.7,Service
711,Duobam,Duobam_3.1,0.3,Software
712,Solarbreeze,Solarbreeze_3.6.3,5.36,Hardware
713,Span,Span_8.65,1.4,Hardware
714,Prodder,Prodder_0.12,7.21,Hardware
715,Transcof,Transcof_2.9,2.18,Service
716,Cookley,Cookley_0.36,6.69,Hardware
717,Veribet,Veribet_7.5.5,2.31,Software
718,Toughjoyfax,Toughjoyfax_0.6.9,3.57,Hardware
719,Gembucket,Gembucket_4.12,4.36,Software
720,Temp,Temp_0.5.2,1.21,Software
721,Lotstring,Lotstring_0.5.3,8.31,Software
722,Zamit,Zamit_9.3,0.64,Software
723,Alpha,Alpha_0.9.0,4.78,Software
724,Bitchip,Bitchip_0.9.2,3.81,Software
725,Job,Job_0.5.4,4.52,Software
726,Veribet,Veribet_0.67,1.13,Service
727,Toughjoyfax,Toughjoyfax_0.7.0,8.04,Service
728,Job,Job_0.8.0,0.66,Hardware
729,Domainer,Domainer_6.92,7.34,Hardware
730,Redhold,Redhold_1.4.3,8.02,Hardware
731,Y-Solowarm,Y-Solowarm_0.79,1.59,Hardware
732,Zaam-Dox,Zaam-Dox_0.91,1.92,Hardware
733,Prodder,Prodder_0.2.2,8.34,Software
734,Bigtax,Bigtax_2.8.8,9.94,Service
735,Voltsillam,Voltsillam_0.4.3,5.72,Hardware
736,Domainer,Domainer_3.3.0,2.01,Service
737,Job,Job_9.6.2,3.3,Service
738,Bigtax,Bigtax_6.0.9,1.82,Service
739,Zontrax,Zontrax_0.8.1,3.81,Hardware
740,Voltsillam,Voltsillam_6.6.4,6.52,Hardware
741,Tres-Zap,Tres-Zap_0.4.5,3.25,Hardware
742,Rank,Rank_8.8.7,4.15,Software
743,Vagram,Vagram_2.23,1.96,Service
744,Ventosanzap,Ventosanzap_5.5,9.26,Hardware
745,Wrapsafe,Wrapsafe_3.60,7.62,Hardware
746,Tres-Zap,Tres-Zap_4.8,7.54,Hardware
747,Flexidy,Flexidy_0.5.9,2.92,Service
748,Transcof,Transcof_0.3.1,8.85,Service
749,Sonsing,Sonsing_0.12,8.49,Hardware
750,Zathin,Zathin_5.9,0.8,Service
751,Trippledex,Trippledex_7.59,4.62,Service
752,Wrapsafe,Wrapsafe_9.51,0.83,Software
753,Asoka,Asoka_3.45,3.07,Hardware
754,Tempsoft,Tempsoft_0.67,6.8,Software
755,Bytecard,Bytecard_3.9,7.92,Hardware
756,Andalax,Andalax_0.41,3.29,Hardware
757,Voltsillam,Voltsillam_1.9,1.66,Hardware
758,Fixflex,Fixflex_7.5,4.45,Software
759,Prodder,Prodder_0.65,7.19,Hardware
760,Holdlamis,Holdlamis_3.18,5.37,Service
761,Sonair,Sonair_1.6,2.9,Software
762,Cardguard,Cardguard_8.40,4.11,Service
763,Tresom,Tresom_5.8,3.64,Software
764,Overhold,Overhold_9.4,6.83,Service
765,Subin,Subin_0.3.2,2.98,Software
766,Span,Span_0.5.7,5.94,Service
767,Fixflex,Fixflex_4.9,0.26,Hardware
768,Job,Job_0.5.4,0.74,Service
769,Wrapsafe,Wrapsafe_2.2.9,7.11,Service
770,Tresom,Tresom_0.2.3,9.35,Hardware
771,Opela,Opela_3.2,2,Software
772,Regrant,Regrant_0.9.5,2.63,Service
773,Stringtough,Stringtough_0.61,6.45,Hardware
774,Lotstring,Lotstring_9.21,2.4,Software
775,Bitwolf,Bitwolf_0.5.7,2.55,Software
776,Gembucket,Gembucket_3.6,3.81,Service
777,Mat Lam Tam,Mat Lam Tam_7.33,3.48,Hardware
778,Trippledex,Trippledex_7.1.0,4.07,Hardware
779,Otcom,Otcom_1.8.7,0.88,Software
780,Bitwolf,Bitwolf_0.70,1.51,Hardware
781,Namfix,Namfix_3.3,1,Hardware
782,Alpha,Alpha_0.5.0,4.28,Service
783,Zaam-Dox,Zaam-Dox_0.5.9,8.46,Hardware
784,Gembucket,Gembucket_3.7.6,2.54,Hardware
785,Vagram,Vagram_0.3.2,4.18,Software
786,Wrapsafe,Wrapsafe_1.5.7,2.05,Software
787,Span,Span_7.4,6.83,Hardware
788,Rank,Rank_5.8.8,4.17,Software
789,Zontrax,Zontrax_5.42,7.8,Hardware
790,Aerified,Aerified_5.80,2.13,Software
791,Bytecard,Bytecard_5.1.1,0.01,Hardware
792,Tresom,Tresom_0.45,0.38,Hardware
793,Alpha,Alpha_5.31,1.91,Service
794,Flowdesk,Flowdesk_0.17,5.24,Service
795,Holdlamis,Holdlamis_0.21,7.15,Hardware
796,Bamity,Bamity_8.65,4.29,Software
797,Transcof,Transcof_3.19,3.84,Hardware
798,Duobam,Duobam_2.1.0,4.88,Service
799,Namfix,Namfix_0.6.5,0.79,Software
800,Temp,Temp_1.15,8.5,Service
801,Fintone,Fintone_0.86,4.89,Service
802,Tin,Tin_5.2.8,9.64,Service
803,Y-Solowarm,Y-Solowarm_5.0,0.36,Hardware
804,Namfix,Namfix_3.6.8,8.65,Service
805,Latlux,Latlux_0.4.5,9.62,Software
806,Hatity,Hatity_9.4.8,3.27,Service
807,Toughjoyfax,Toughjoyfax_0.42,4.25,Software
808,Biodex,Biodex_0.40,5.91,Service
809,Ventosanzap,Ventosanzap_4.12,9.26,Service
810,Fixflex,Fixflex_0.41,4.75,Hardware
811,Fixflex,Fixflex_0.16,1.8,Hardware
812,Flexidy,Flexidy_9.2.1,7.58,Service
813,Kanlam,Kanlam_1.7.6,6.15,Software
814,Ventosanzap,Ventosanzap_8.77,2.77,Service
815,Prodder,Prodder_6.7.0,4.13,Software
816,Gembucket,Gembucket_9.51,1.43,Hardware
817,Domainer,Domainer_0.9.2,0.29,Service
818,Tampflex,Tampflex_5.6,9.89,Hardware
819,Span,Span_0.4.9,2.94,Software
820,Lotlux,Lotlux_5.7.2,4.53,Software
821,Flowdesk,Flowdesk_9.87,6.11,Service
822,Konklab,Konklab_2.4.8,3.94,Service
823,Redhold,Redhold_1.6,6.18,Software
824,Trippledex,Trippledex_0.5.4,1.06,Service
825,Daltfresh,Daltfresh_2.5.8,5.8,Service
826,Flowdesk,Flowdesk_2.47,1.85,Service
827,Gembucket,Gembucket_9.33,8.74,Software
828,Fintone,Fintone_9.6,8.61,Software
829,Ventosanzap,Ventosanzap_0.36,9.29,Software
830,Overhold,Overhold_4.1.0,4.15,Software
831,Fixflex,Fixflex_4.3.4,0.89,Software
832,Zontrax,Zontrax_7.8,8.19,Hardware
833,Alphazap,Alphazap_0.9.7,3.17,Software
834,Namfix,Namfix_1.3,7.61,Software
835,Sonsing,Sonsing_0.68,4.96,Service
836,Flexidy,Flexidy_0.8.2,1.71,Service
837,Konklux,Konklux_8.52,5.29,Hardware
838,Subin,Subin_5.99,9.62,Software
839,Subin,Subin_7.0.8,7.22,Software
840,Tin,Tin_0.5.6,8.33,Service
841,Alphazap,Alphazap_2.9.1,7.96,Hardware
842,Pannier,Pannier_0.8.1,1.1,Software
843,Fix San,Fix San_8.0.7,3.89,Software
844,Sonair,Sonair_0.8.5,5.52,Service
845,Rank,Rank_4.2.5,9.18,Hardware
846,Voyatouch,Voyatouch_8.2,7.49,Software
847,Lotstring,Lotstring_4.84,7.32,Hardware
848,Fintone,Fintone_1.6.1,8.25,Service
849,Otcom,Otcom_0.8.5,1.49,Hardware
850,Bitwolf,Bitwolf_0.73,2.45,Service
851,Overhold,Overhold_1.02,2.16,Service
852,Bamity,Bamity_5.83,4.16,Software
853,Konklab,Konklab_4.9.6,7.11,Service
854,Temp,Temp_0.9.5,8.41,Hardware
855,Cardguard,Cardguard_7.3,3.2,Service
856,Tampflex,Tampflex_5.2,2.55,Hardware
857,Bitwolf,Bitwolf_1.7.4,2.84,Software
858,Lotstring,Lotstring_0.3.3,4.35,Service
859,Ventosanzap,Ventosanzap_5.02,9.29,Hardware
860,Temp,Temp_4.0,0.28,Software
861,Fixflex,Fixflex_0.92,5.24,Hardware
862,Tin,Tin_0.4.8,4.37,Hardware
863,Opela,Opela_0.4.7,7.91,Software
864,Fix San,Fix San_0.78,3.27,Software
865,Sonair,Sonair_5.56,3.6,Software
866,It,It_0.8.7,7.11,Service
867,Stim,Stim_0.68,8.71,Service
868,Sonair,Sonair_0.7.1,3,Hardware
869,Alphazap,Alphazap_7.2.5,8.83,Hardware
870,Stronghold,Stronghold_0.4.3,8.25,Software
871,Otcom,Otcom_0.49,6.64,Software
872,Cardguard,Cardguard_0.7.3,9.37,Software
873,Biodex,Biodex_2.3,3.45,Software
874,Subin,Subin_0.5.4,6.75,Service
875,Tin,Tin_7.6,8.7,Service
876,Cardguard,Cardguard_0.73,7.03,Software
877,Keylex,Keylex_0.93,4.2,Software
878,Fintone,Fintone_8.2.2,2.4,Service
879,It,It_0.7.8,3.31,Hardware
880,Keylex,Keylex_0.52,9.46,Hardware
881,Asoka,Asoka_5.9.3,9.76,Service
882,Zaam-Dox,Zaam-Dox_6.3,7.69,Hardware
883,Trippledex,Trippledex_8.1,8.53,Hardware
884,Stringtough,Stringtough_1.3,6.16,Hardware
885,Fintone,Fintone_8.0,4.96,Hardware
886,Domainer,Domainer_6.4,7.36,Hardware
887,Keylex,Keylex_6.5.3,7.2,Software
888,Mat Lam Tam,Mat Lam Tam_2.0,0.58,Hardware
889,Pannier,Pannier_0.91,4.98,Software
890,Daltfresh,Daltfresh_0.2.4,4.03,Software
891,Toughjoyfax,Toughjoyfax_2.8,6.06,Software
892,Transcof,Transcof_2.65,6.26,Hardware
893,Konklab,Konklab_8.3,5.4,Service
894,Alpha,Alpha_5.1.5,3.06,Service
895,Bitwolf,Bitwolf_4.3,0.66,Service
896,Flexidy,Flexidy_0.29,1.88,Service
897,Prodder,Prodder_0.9.8,8.07,Hardware
898,Konklux,Konklux_0.9.7,3.88,Hardware
899,Toughjoyfax,Toughjoyfax_0.48,1.88,Service
900,Toughjoyfax,Toughjoyfax_1.87,7.31,Hardware
901,Zoolab,Zoolab_4.22,1.41,Service
902,Trippledex,Trippledex_0.4.9,0.79,Hardware
903,Latlux,Latlux_6.25,6.53,Software
904,Daltfresh,Daltfresh_0.81,3.85,Service
905,Cookley,Cookley_0.3.1,4.64,Software
906,Biodex,Biodex_8.7,1.95,Hardware
907,Zamit,Zamit_0.4.5,0.72,Service
908,Lotlux,Lotlux_0.9.0,3.39,Software
909,Ventosanzap,Ventosanzap_0.2.7,0.91,Software
910,Wrapsafe,Wrapsafe_8.9.7,1.94,Service
911,Voltsillam,Voltsillam_2.0,5,Software
912,Flowdesk,Flowdesk_0.13,7.72,Service
913,Home Ing,Home Ing_0.5.9,5.78,Software
914,Tres-Zap,Tres-Zap_1.11,4.55,Service
915,Zathin,Zathin_0.6.4,9.91,Software
916,Holdlamis,Holdlamis_6.1.3,8.62,Service
917,Latlux,Latlux_0.16,4.4,Service
918,Zaam-Dox,Zaam-Dox_8.1.4,9.53,Service
919,Sonair,Sonair_1.6.6,3.25,Software
920,Tres-Zap,Tres-Zap_0.72,5.2,Hardware
921,Rank,Rank_0.74,4.21,Service
922,Cookley,Cookley_6.2,4.7,Hardware
923,Sonair,Sonair_3.91,3.11,Hardware
924,Daltfresh,Daltfresh_3.7.1,3.29,Hardware
925,Matsoft,Matsoft_7.4.9,2.47,Service
926,Konklab,Konklab_2.04,5.69,Software
927,Lotstring,Lotstring_4.1,2.74,Software
928,Aerified,Aerified_4.1,5.09,Hardware
929,Regrant,Regrant_8.13,8.9,Hardware
930,Ventosanzap,Ventosanzap_4.5.7,4.07,Software
931,Span,Span_1.5,5.87,Service
932,Treeflex,Treeflex_8.48,6.11,Service
933,Opela,Opela_0.37,0.43,Service
934,Fintone,Fintone_0.3.4,8.64,Service
935,Ventosanzap,Ventosanzap_4.3.1,7.5,Software
936,Treeflex,Treeflex_0.69,6.86,Hardware
937,Bytecard,Bytecard_0.7.3,3.77,Hardware
938,Asoka,Asoka_6.89,5.24,Service
939,Tin,Tin_8.8.1,5.42,Service
940,Bitchip,Bitchip_8.68,8.7,Software
941,Zoolab,Zoolab_0.27,7.83,Software
942,Stronghold,Stronghold_6.7,8.83,Hardware
943,Cardify,Cardify_6.1,7.04,Service
944,Bytecard,Bytecard_0.96,4.43,Software
945,Cardify,Cardify_0.49,5.83,Hardware
946,Tempsoft,Tempsoft_4.73,9.46,Software
947,Viva,Viva_0.63,5.64,Hardware
948,Y-Solowarm,Y-Solowarm_5.75,9.42,Software
949,Tin,Tin_0.2.9,1.96,Service
950,Holdlamis,Holdlamis_0.8.3,5.19,Software
951,Voltsillam,Voltsillam_6.7,8.97,Service
952,Ronstring,Ronstring_0.27,8.74,Software
953,Cardify,Cardify_8.7.4,5.55,Service
954,Otcom,Otcom_1.7,3.98,Service
955,Asoka,Asoka_0.6.0,9.17,Service
956,Otcom,Otcom_0.9.2,9.89,Software
957,Latlux,Latlux_0.2.6,2.99,Software
958,Veribet,Veribet_0.1.1,0.24,Hardware
959,Redhold,Redhold_4.0.8,3.72,Hardware
960,Cookley,Cookley_9.9.7,3.75,Service
961,Wrapsafe,Wrapsafe_0.9.3,9.4,Software
962,Lotlux,Lotlux_0.78,3.12,Hardware
963,Latlux,Latlux_4.6,0.21,Software
964,Treeflex,Treeflex_8.51,5.77,Software
965,Hatity,Hatity_9.9.6,8.96,Hardware
966,Subin,Subin_0.16,9.16,Software
967,Zoolab,Zoolab_0.65,4.99,Service
968,Bitwolf,Bitwolf_4.51,3.48,Software
969,Tres-Zap,Tres-Zap_8.7.1,6.51,Hardware
970,Subin,Subin_0.5.4,5.69,Software
971,Solarbreeze,Solarbreeze_9.69,0.54,Service
972,Tres-Zap,Tres-Zap_4.61,7.99,Software
973,Daltfresh,Daltfresh_0.29,0.05,Software
974,Flexidy,Flexidy_7.22,4.52,Service
975,Hatity,Hatity_1.38,4.88,Hardware
976,Matsoft,Matsoft_7.5.0,6.55,Software
977,Biodex,Biodex_7.4,2.58,Service
978,Otcom,Otcom_1.1,6.9,Service
979,Holdlamis,Holdlamis_6.05,4.1,Service
980,Stringtough,Stringtough_0.2.5,3.87,Hardware
981,Daltfresh,Daltfresh_0.5.1,6.01,Software
982,Stim,Stim_0.4.4,7.23,Service
983,Zathin,Zathin_8.42,2.9,Service
984,Tres-Zap,Tres-Zap_7.5,7.94,Software
985,Tresom,Tresom_5.3,0.56,Software
986,Y-find,Y-find_5.8.5,2.02,Hardware
987,Namfix,Namfix_0.3.5,8.93,Service
988,Overhold,Overhold_8.36,4.2,Software
989,Sub-Ex,Sub-Ex_0.38,7.22,Software
990,Aerified,Aerified_0.7.6,1.41,Service
991,Lotstring,Lotstring_0.38,5.48,Service
992,Alpha,Alpha_7.2,7.62,Service
993,Y-find,Y-find_3.99,0.08,Hardware
994,Voltsillam,Voltsillam_9.7,1.48,Hardware
995,Stronghold,Stronghold_0.3.3,2.57,Service
996,Otcom,Otcom_0.86,6.84,Software
997,Subin,Subin_0.68,1.59,Service
998,Bitchip,Bitchip_1.2.0,3.94,Software
999,Stim,Stim_0.37,1.79,Service
1000,Transcof,Transcof_7.10,5.73,Service
1001,Zoolab,Zoolab_2.0.5,0.47,Service
1002,Vagram,Vagram_2.3,0.64,Software
1003,Cookley,Cookley_0.7.9,1.22,Hardware
1004,Fixflex,Fixflex_4.6,8.62,Software
1005,Solarbreeze,Solarbreeze_0.50,8.25,Software
1006,Lotstring,Lotstring_7.9.2,7.19,Service
1007,Cookley,Cookley_2.2,1.15,Service
1008,Asoka,Asoka_6.0,3.17,Service
1009,Quo Lux,Quo Lux_1.7,5.5,Software
1010,Konklux,Konklux_6.9,3.46,Service
1011,Holdlamis,Holdlamis_6.0.7,3.88,Hardware
1012,Home Ing,Home Ing_2.5,4.11,Software
1013,Stronghold,Stronghold_0.15,8.34,Service
1014,Rank,Rank_0.6.4,9.9,Hardware
1015,Ronstring,Ronstring_1.08,4.63,Hardware
1016,Temp,Temp_6.63,6.25,Service
1017,Kanlam,Kanlam_6.7.5,4.37,Hardware
1018,Zamit,Zamit_9.4.1,1.96,Software
1019,Ronstring,Ronstring_0.8.7,5.27,Hardware
1020,Zoolab,Zoolab_0.6.1,4.05,Hardware
1021,Sonsing,Sonsing_6.0,3.28,Software
1022,Holdlamis,Holdlamis_7.0,5.87,Software
1023,Stringtough,Stringtough_0.74,7.07,Service
1024,Vagram,Vagram_1.0.8,8.04,Hardware
1025,Trippledex,Trippledex_0.6.7,8.46,Hardware
1026,Tempsoft,Tempsoft_0.7.1,5.58,Hardware
1027,Job,Job_0.5.2,4.58,Software
1028,Bytecard,Bytecard_8.9,9.45,Software
1029,Keylex,Keylex_8.4.0,9.52,Hardware
1030,Flowdesk,Flowdesk_8.04,0.47,Hardware
1031,Voyatouch,Voyatouch_0.19,1.89,Software
1032,Domainer,Domainer_9.0,4.49,Software
1033,Transcof,Transcof_4.69,3.73,Hardware
1034,Alpha,Alpha_0.76,6.22,Software
1035,Zaam-Dox,Zaam-Dox_6.4,3.73,Software
1036,Andalax,Andalax_2.6.8,0.92,Service
1037,Cardguard,Cardguard_0.62,8.46,Service
1038,Keylex,Keylex_0.2.8,7.03,Hardware
1039,Latlux,Latlux_2.07,3.17,Service
1040,Asoka,Asoka_4.1,5.08,Service
1041,Bigtax,Bigtax_6.68,5.21,Software
1042,Bigtax,Bigtax_0.33,9.34,Service
1043,Keylex,Keylex_0.3.6,2.6,Software
1044,Pannier,Pannier_6.27,7.03,Software
1045,Flowdesk,Flowdesk_5.7,9.74,Service
1046,Voltsillam,Voltsillam_0.78,7.8,Service
1047,Alpha,Alpha_0.3.3,9.96,Hardware
1048,Y-Solowarm,Y-Solowarm_0.2.2,8.11,Hardware
1049,Tempsoft,Tempsoft_9.68,9.14,Software
1050,Subin,Subin_0.18,0.06,Service
1051,Domainer,Domainer_8.8.8,1.78,Software
1052,Zontrax,Zontrax_7.4,8.1,Service
1053,Home Ing,Home Ing_3.47,0.28,Service
1054,Tresom,Tresom_4.6.7,9.67,Hardware
1055,Matsoft,Matsoft_6.93,0.4,Service
1056,Domainer,Domainer_7.55,6.86,Software
1057,Voltsillam,Voltsillam_1.84,0.98,Hardware
1058,Span,Span_3.70,5.96,Service
1059,Lotlux,Lotlux_3.69,1.56,Software
1060,Stim,Stim_0.42,3.7,Hardware
1061,Stim,Stim_0.27,7.49,Service
1062,Bitchip,Bitchip_0.5.9,9.4,Software
1063,Lotstring,Lotstring_7.5.8,5.83,Software
1064,Cardify,Cardify_0.62,4.05,Hardware
1065,Tampflex,Tampflex_2.3.4,1.42,Hardware
1066,Alpha,Alpha_0.62,3.88,Service
1067,Andalax,Andalax_2.5.3,3.78,Hardware
1068,Tresom,Tresom_0.19,5.79,Service
1069,Cookley,Cookley_0.82,7.94,Service
1070,Opela,Opela_0.9.6,0.01,Hardware
1071,Tampflex,Tampflex_0.11,2.4,Software
1072,Tin,Tin_6.8.3,2.65,Hardware
1073,Duobam,Duobam_4.8.1,9.4,Software
1074,Zontrax,Zontrax_0.5.9,0.3,Software
1075,Otcom,Otcom_9.93,7.57,Hardware
1076,Bytecard,Bytecard_8.8.9,5.03,Service
1077,Redhold,Redhold_5.8.9,8.62,Software
